id,typnam,familyicon,genericicon
1600162,PSoft_MenuBar,,
1600163,PSoft_MenuItem,,
1600170,PSoft_Component,,
1600171,PSoft_ComponentRecord,,
1600172,PSoft_ComponentRecordField,,
1600174,PSoft_ComponentItem,,
1600180,PSoft_RecordFieldEvent,,
1600190,PSoft_MenuEvent,,
1600200,PSoft_Query,SQLNamedQuery,DataQuery
1600270,PSoft_BusinessProcess,,
1600271,PSoft_BusProcItem,,
1600280,PSoft_Activity,,ProcessBlue
1600281,PSoft_ActivityStep,,ProcessBlue
1600282,PSoft_ActivityEvent,,ProcessBlue
1600284,PSoft_ActivityWorklist,,ProcessBlue
1600285,PSoft_ActivityEmail,,ProcessBlue
1600286,PSoft_ActivityReport,,ProcessBlue
1600287,PSoft_ActivitySchedule,,ProcessBlue
1600290,PSoft_User,,
1600291,PSoft_Role,,
1600300,PSoft_Process,,
1600301,PSoft_ProcessGroup,,
1600330,PSoft_ProcessJob,,
1600350,PSoft_MessageSet,,
1600351,PSoft_MessageCatalog,,
1600400,PSoft_SQL,SQLNamedQuery,SQLNamedQuery
1600410,PSoft_FileLayout,File,File_UIXML
1600420,PSoft_ComponentInterface,,
1600421,PSoft_ComponentInterfaceGetKey,,
1600422,PSoft_ComponentInterfaceCreateKey,,
1600423,PSoft_ComponentInterfaceFindKey,,
1600424,PSoft_ComponentInterfaceCollection1,,
1600425,PSoft_ComponentInterfaceCollection2,,
1600426,PSoft_ComponentInterfaceCollection3,,
1600427,PSoft_ComponentInterfaceProp0,,
1600428,PSoft_ComponentInterfaceUserProp0,,
1600430,PSoft_AEStandard,,
1600431,PSoft_AEUpgradeOnly,,
1600432,PSoft_AEImportOnly,,
1600433,PSoft_AEDeamonOnly,,
1600434,PSoft_AETransformOnly,,
1600440,PSoft_AESection,,
1600441,PSoft_AESectionMarket,,
1600442,PSoft_AEStep,,
1600443,PSoft_AEActionCall,,
1600444,PSoft_AEActionXSLT,,
1600445,PSoft_AEActionMessage,,
1600446,PSoft_AEActionSQL,,
1600447,PSoft_AEActionP,,
1600450,PSoft_MessageNode,Service,ServiceGreen
1600460,PSoft_MsgChannel,,
1600470,PSoft_Message,,
1600471,PSoft_MsgSubscription,,
1600490,PSoft_MessageEvent,,
1600500,PSoft_SubscriptionEvent,,
1600520,PSoft_CompInterfaceEvent,,
1600521,PSoft_ComponentInterfaceProp1,,
1600522,PSoft_ComponentInterfaceUserProp1,,
1600523,PSoft_ComponentInterfaceProp2,,
1600524,PSoft_ComponentInterfaceUserProp2,,
1600525,PSoft_ComponentInterfaceProp3,,
1600526,PSoft_ComponentInterfaceUserProp3,,
1600527,PSoft_CompIntPropEvent1,,
1600528,PSoft_CompIntPropEvent2,,
1600529,PSoft_CompIntPropEvent3,,
1600540,PSoft_PageEvent,,
1600560,PSoft_ComponentEvent,,
1600570,PSoft_ComponentRecordEvent,,
1600580,PSoft_ComponentRecordFieldEvent,,
1600600,PSoft_StyleSheet,,
1600610,PSoft_HTML,,
1600620,PSoft_PermissionList,,
1600621,PSoft_AuthItem,,
1600622,PSoft_AuthBusComp,,
1600623,PSoft_AuthCnhlMon,,
1600624,PSoft_AuthWS,,
1600625,PSoft_AuthQueueMon,,Queue
1600626,PSoft_AuthOptn,,
1600627,PSoft_AuthCube,,
1600628,PSoft_AuthMP,,
1600629,PSoft_AuthPrcs,,
1600630,PSoft_AuthBusCompAction,,
1600640,PSoft_PortalRegistry,,
1600650,PSoft_PortalFolder,Folder,FolderLightBlue
1600651,PSoft_PortalContentReference,,
1600660,PSoft_URL,,
1600670,PSoft_AppPackage,Package,PackageRed
1600671,PSoft_AppClass,Class,Class
1600673,PSoft_AppMethod,,
1600674,PSoft_Package,,
1600675,PSoft_SubPackage,,
1600740,PSoft_MobilePage,,
1600999,PSoft_PeopleCodeFunction,,
1677100,CAST_MYBATIS_DOTNET_SQLNAMEDQUERY,SQLNamedQuery,SQLNamedQuery
2152003,Spring_BatchModule,Process,ProcessGreen
2152004,Spring_BatchJob,Process,ProcessGreen
2152005,Spring_BatchStep,Process,ProcessGreen
